workflow_roles,pass_at_k,tokens
Progress Summarizer -> Dynamic Programming Specialist,0.5666666666666667,57970
Solution Planner,0.4,31150
Solution Planner,0.36666666666666664,31270
Answer Extractor -> Strategy Selector,0.5,56550
Logic Implementer -> Test Designer,0.5,58290
Interface Designer -> Explanation Author,0.4666666666666667,57850
Solution Planner,0.3333333333333333,30790
Summary Author -> Test Designer,0.4666666666666667,57690
Solution Planner -> Solution Refiner,0.4666666666666667,58060
Summary Author -> Logic Implementer,0.4666666666666667,57946
Data & Arrays Specialist -> Math Specialist,0.4666666666666667,56940
Approach Evaluator -> Task Decomposer,0.4666666666666667,58050
Algorithm Strategist -> Consensus Builder,0.43333333333333335,59080
Conflict Resolver -> Logic Implementer,0.43333333333333335,57030
Comment & Hint Writer -> Assumption Checker -> Summary Author,0.4666666666666667,84240
Boundary Tester -> Strategy Selector -> Interface Designer,0.4666666666666667,84720
Consistency Checker -> Quality Gatekeeper -> Requirement Extractor,0.4666666666666667,86754
Solution Planner -> Solution Refiner,0.43333333333333335,58000
Data Structure Planner -> Stepwise Reasoner,0.43333333333333335,60286
Docstring Author -> Regression Sentinel,0.43333333333333335,57346
Task Decomposer -> Explanation Author,0.4,59701
Quality Auditor,0.36666666666666664,30572
Solution Refiner -> Approach Evaluator -> Requirement Extractor,0.4666666666666667,84796
Performance Optimizer -> Solution Ranker -> Solution Refiner,0.26666666666666666,84623
Task Decomposer -> Logic Implementer -> Output Specifier -> Summary Author -> Quality Auditor,0.4,138494
Data & Arrays Specialist,0.3,30030
Performance Optimizer -> Style & Hygiene Enforcer -> Problem Analyzer -> Robustness Engineer,0.3,112499
Boundary Tester -> Strategy Selector -> Performance Optimizer,0.43333333333333335,84090
Requirement Extractor -> Assumption Checker -> Boundary Tester,0.4,84362
Graph & Combinatorics Specialist -> Solution Reviewer -> Math Specialist -> Logic Implementer,0.36666666666666664,111617
Graph & Combinatorics Specialist -> Assumption Checker,0.43333333333333335,57531
Regression Sentinel,0.36666666666666664,30002
Graph & Combinatorics Specialist -> Math Specialist -> Logic Implementer -> Answer Extractor,0.43333333333333335,109980
Math Specialist -> Answer Extractor -> Strategy Selector,0.36666666666666664,84310
Answer Extractor,0.4666666666666667,30479
Style & Hygiene Enforcer -> Logic Implementer,0.3,57600
Answer Extractor -> Interface Designer,0.4,57454
Strategy Selector -> Test Designer -> Solution Planner -> Boundary Tester -> Interface Designer,0.3333333333333333,137596
Solution Planner -> Interface Designer,0.36666666666666664,57570
Performance Optimizer -> Style & Hygiene Enforcer -> Robustness Engineer -> Problem Analyzer,0.43333333333333335,111539
Graph & Combinatorics Specialist -> Math Specialist -> Solution Refiner -> Regression Sentinel -> Docstring Author,0.4,137272
Logic Implementer,0.4,33238
