workflow_roles,pass_at_k,tokens
Progress Summarizer -> Dynamic Programming Specialist,0.5666666666666667,57970
Interface Designer,0.3,30030
Regression Sentinel -> Solution Planner,0.5666666666666667,57043
Answer Extractor,0.5,30369
Dynamic Programming Specialist,0.4666666666666667,30821
Regression Sentinel -> Docstring Author,0.5333333333333333,57452
Regression Sentinel -> Solution Refiner,0.5333333333333333,57328
Answer Extractor,0.4666666666666667,30401
Task Decomposer -> Docstring Author,0.5333333333333333,59415
Answer Extractor,0.4666666666666667,30509
Task Decomposer,0.4666666666666667,31582
Answer Extractor,0.4666666666666667,30479
Assumption Checker,0.4666666666666667,30824
Test Designer -> Solution Planner -> Constraint Analyzer,0.5333333333333333,86463
Input/State Inspector,0.43333333333333335,30544
Input/State Inspector,0.43333333333333335,30881
Dynamic Programming Specialist -> Task Decomposer,0.5,58327
Test Designer -> Solution Planner -> Constraint Analyzer,0.5333333333333333,86400
Summary Author,0.43333333333333335,30934
Final Presenter -> Conflict Resolver,0.5,56820
Logic Implementer -> Progress Summarizer,0.4,57120
Summary Author -> Input/State Inspector,0.3333333333333333,57300
Docstring Author -> Summary Author,0.3333333333333333,57300
Dynamic Programming Specialist -> Docstring Author,0.3333333333333333,57810
Task Decomposer -> Answer Extractor,0.36666666666666664,58020
Input/State Inspector -> Summary Author,0.2,57540
Final Presenter -> Regression Sentinel,0.3333333333333333,56730
Solution Planner -> Problem Analyzer,0.4,57450
Solution Refiner -> Input/State Inspector,0.36666666666666664,56160
Answer Extractor -> Data Structure Planner,0.3,56760
Solution Reviewer -> Logic Implementer,0.4666666666666667,58470
Task Decomposer -> Strategy Selector,0.4,58290
Test Designer -> Input/State Inspector,0.43333333333333335,56970
Input/State Inspector -> Dynamic Programming Specialist,0.43333333333333335,57570
Docstring Author -> Assumption Checker,0.4,57000
Test Designer -> Solution Planner -> Final Presenter,0.36666666666666664,83040
Test Designer -> Docstring Author,0.43333333333333335,58650
Test Designer -> Solution Planner -> Input/State Inspector -> Docstring Author,0.36666666666666664,111930
Correctness Verifier -> Regression Sentinel,0.4666666666666667,57720
Progress Summarizer -> Logic Implementer,0.4,56640
Test Designer -> Progress Summarizer,0.4,57600
Dynamic Programming Specialist -> Input/State Inspector,0.36666666666666664,57120
Solution Refiner -> Progress Summarizer,0.43333333333333335,56100
Regression Sentinel -> Conflict Resolver,0.43333333333333335,55680
Task Decomposer -> Regression Sentinel,0.3333333333333333,57750
Solution Planner -> Regression Sentinel -> Stepwise Reasoner,0.4,85230
Progress Summarizer -> Test Designer,0.43333333333333335,57510
Docstring Author -> Test Designer,0.36666666666666664,57900
Final Presenter -> Test Designer,0.3333333333333333,57600
Final Presenter -> Constraint Analyzer,0.4,57420
Conflict Resolver -> Solution Reviewer,0.3333333333333333,56760
Answer Extractor -> Regression Sentinel,0.43333333333333335,56370
Final Presenter -> Data Structure Planner,0.4,56700
Task Decomposer -> Docstring Author -> Regression Sentinel,0.5,85680
Test Designer -> Solution Planner -> Regression Sentinel,0.4666666666666667,84690
Performance Optimizer -> Assumption Checker -> Final Presenter,0.4,83940
Task Decomposer -> Docstring Author,0.43333333333333335,59340
Final Presenter -> Answer Extractor,0.5,56940
Logic Implementer -> Data Structure Planner,0.4666666666666667,57990
Constraint Analyzer -> Summary Author,0.5,58410
Solution Planner -> Regression Sentinel -> Summary Author,0.4,83250
Logic Implementer -> Solution Planner,0.4,57540
Conflict Resolver -> Summary Author,0.4,56550
Input/State Inspector -> Regression Sentinel,0.36666666666666664,56280
Problem Analyzer -> Regression Sentinel,0.4666666666666667,57930
Assumption Checker -> Solution Reviewer,0.36666666666666664,57750
Regression Sentinel -> Task Decomposer,0.4,56280
Data Structure Planner -> Regression Sentinel -> Constraint Analyzer,0.4,84300
Stepwise Reasoner -> Data Structure Planner -> Solution Reviewer,0.3333333333333333,90450
Answer Extractor -> Summary Author,0.3,57330
Test Designer -> Strategy Selector,0.4666666666666667,57120
Test Designer -> Solution Planner -> Answer Extractor,0.5333333333333333,84870
Progress Summarizer -> Correctness Verifier -> Solution Planner,0.43333333333333335,84930
Assumption Checker -> Solution Planner,0.5,56820
Constraint Analyzer -> Regression Sentinel,0.4666666666666667,58020
Strategy Selector -> Performance Optimizer -> Assumption Checker -> Regression Sentinel,0.4,109620
Docstring Author -> Task Decomposer,0.4,57060
Input/State Inspector -> Test Designer,0.4,57720
Task Decomposer -> Performance Optimizer,0.36666666666666664,58380
Strategy Selector -> Performance Optimizer,0.43333333333333335,56370
Progress Summarizer -> Solution Refiner,0.43333333333333335,57060
Docstring Author -> Solution Planner,0.43333333333333335,56250
Input/State Inspector -> Assumption Checker,0.3333333333333333,57000
Task Decomposer -> Docstring Author -> Progress Summarizer,0.43333333333333335,86070
Test Designer -> Solution Planner -> Input/State Inspector -> Regression Sentinel,0.4,111870
