workflow_roles,pass_at_k,tokens
Progress Summarizer -> Dynamic Programming Specialist,0.5666666666666667,57970
Answer Extractor,0.3,30030
Regression Sentinel -> Solution Planner,0.5666666666666667,57043
Answer Extractor,0.5,30369
Regression Sentinel -> Docstring Author,0.5333333333333333,57452
Regression Sentinel -> Solution Refiner,0.5333333333333333,57328
Answer Extractor,0.4666666666666667,30509
Answer Extractor,0.4666666666666667,30479
Assumption Checker -> Answer Extractor,0.5333333333333333,56820
Dynamic Programming Specialist,0.4666666666666667,30821
Task Decomposer,0.4666666666666667,31582
Assumption Checker,0.4666666666666667,30824
Task Decomposer -> Docstring Author,0.5333333333333333,59415
Answer Extractor,0.4666666666666667,30401
Test Designer -> Solution Planner -> Constraint Analyzer,0.5333333333333333,86463
Input/State Inspector,0.43333333333333335,30881
Input/State Inspector,0.43333333333333335,30544
Dynamic Programming Specialist -> Task Decomposer,0.5,58327
Test Designer -> Solution Planner -> Answer Extractor,0.5333333333333333,84870
Regression Sentinel -> Solution Refiner,0.5,55560
Strategy Selector -> Assumption Checker,0.23333333333333334,56430
Performance Optimizer -> Assumption Checker -> Regression Sentinel,0.5,92370
Problem Analyzer -> Correctness Verifier,0.43333333333333335,58440
Summary Author -> Performance Optimizer,0.4,57870
Dynamic Programming Specialist -> Problem Analyzer,0.36666666666666664,58170
Progress Summarizer -> Strategy Selector,0.36666666666666664,57300
Task Decomposer -> Conflict Resolver,0.4,57630
Test Designer -> Solution Planner -> Assumption Checker,0.3,83700
Summary Author -> Progress Summarizer,0.4,57150
Dynamic Programming Specialist -> Regression Sentinel,0.5,56430
Assumption Checker -> Regression Sentinel,0.5,56940
Answer Extractor -> Assumption Checker,0.36666666666666664,57120
Assumption Checker -> Test Designer,0.5,57600
Assumption Checker -> Dynamic Programming Specialist,0.43333333333333335,57420
Test Designer -> Dynamic Programming Specialist,0.43333333333333335,57810
Test Designer -> Solution Planner -> Conflict Resolver,0.36666666666666664,83940
Dynamic Programming Specialist -> Performance Optimizer,0.36666666666666664,59010
Correctness Verifier -> Assumption Checker,0.3,59130
Dynamic Programming Specialist -> Conflict Resolver,0.36666666666666664,57330
Answer Extractor -> Solution Refiner,0.4,56610
Logic Implementer -> Answer Extractor,0.4,56940
Test Designer -> Correctness Verifier,0.4,58350
Solution Refiner -> Data Structure Planner,0.36666666666666664,56400
Input/State Inspector -> Problem Analyzer,0.4,57930
