workflow_roles,pass_at_k,tokens
Progress Summarizer -> Dynamic Programming Specialist,0.5666666666666667,57970
Style & Hygiene Enforcer,0.3,30030
Regression Sentinel -> Solution Planner,0.5666666666666667,57043
Answer Extractor,0.5,30369
Regression Sentinel -> Docstring Author,0.5333333333333333,57452
Answer Extractor,0.4666666666666667,30479
Assumption Checker -> Answer Extractor,0.5333333333333333,56820
Answer Extractor,0.4666666666666667,30401
Answer Extractor,0.4666666666666667,30509
Task Decomposer -> Docstring Author,0.5333333333333333,59415
Logic Implementer -> Solution Refiner,0.5333333333333333,57480
Regression Sentinel -> Solution Refiner,0.5333333333333333,57328
Dynamic Programming Specialist,0.4666666666666667,30821
Task Decomposer,0.4666666666666667,31582
Assumption Checker,0.4666666666666667,30824
Test Designer -> Solution Planner -> Constraint Analyzer,0.5333333333333333,86463
Input/State Inspector,0.43333333333333335,30544
Test Designer -> Solution Planner -> Answer Extractor,0.5333333333333333,84870
Input/State Inspector,0.43333333333333335,30881
Dynamic Programming Specialist -> Task Decomposer,0.5,58327
Assumption Checker -> Progress Summarizer,0.4666666666666667,57570
Data Structure Planner -> Input/State Inspector,0.43333333333333335,57030
Solution Refiner -> Summary Author,0.3,56730
Logic Implementer -> Assumption Checker,0.4,58440
Data Structure Planner -> Performance Optimizer,0.4,56940
Assumption Checker -> Logic Implementer,0.43333333333333335,57720
Test Designer -> Assumption Checker,0.4,57990
Assumption Checker -> Performance Optimizer,0.4,57540
Test Designer -> Solution Planner -> Logic Implementer,0.36666666666666664,83970
Answer Extractor -> Correctness Verifier,0.4666666666666667,57570
Performance Optimizer -> Task Decomposer,0.4,57420
Data Structure Planner -> Strategy Selector,0.3333333333333333,57330
Progress Summarizer -> Summary Author,0.4,56760
Dynamic Programming Specialist -> Solution Refiner,0.4,57480
Performance Optimizer -> Answer Extractor,0.43333333333333335,56340
Test Designer -> Solution Planner -> Solution Refiner,0.4666666666666667,84180
Answer Extractor -> Input/State Inspector,0.36666666666666664,56580
Problem Analyzer -> Progress Summarizer,0.3333333333333333,58380
Strategy Selector -> Task Decomposer,0.3,56280
Strategy Selector -> Logic Implementer,0.4666666666666667,56820
Progress Summarizer -> Performance Optimizer,0.3333333333333333,57690
Test Designer -> Solution Planner -> Task Decomposer,0.3,85380
Test Designer -> Conflict Resolver,0.36666666666666664,57690
Progress Summarizer -> Problem Analyzer,0.3333333333333333,57480
Conflict Resolver -> Problem Analyzer,0.43333333333333335,57270
Strategy Selector -> Final Presenter,0.5,55950
Solution Planner -> Performance Optimizer,0.3,57240
Answer Extractor -> Problem Analyzer,0.4,57090
Problem Analyzer -> Answer Extractor,0.5333333333333333,57780
Data Structure Planner -> Assumption Checker,0.3333333333333333,58320
Performance Optimizer -> Assumption Checker -> Solution Refiner,0.43333333333333335,83940
Conflict Resolver -> Answer Extractor,0.43333333333333335,56820
Performance Optimizer -> Logic Implementer,0.3333333333333333,57270
Dynamic Programming Specialist -> Strategy Selector,0.36666666666666664,57510
Input/State Inspector -> Performance Optimizer,0.43333333333333335,57720
Problem Analyzer -> Input/State Inspector,0.4,57960
Data Structure Planner -> Logic Implementer,0.43333333333333335,57210
Solution Planner -> Progress Summarizer,0.4,56700
Regression Sentinel -> Performance Optimizer,0.43333333333333335,56160
Performance Optimizer -> Assumption Checker -> Progress Summarizer,0.3333333333333333,84240
Strategy Selector -> Input/State Inspector,0.26666666666666666,55710
Dynamic Programming Specialist -> Assumption Checker,0.36666666666666664,58980
Assumption Checker -> Solution Refiner,0.4666666666666667,57120
Solution Planner -> Conflict Resolver,0.3333333333333333,56520
Strategy Selector -> Assumption Checker -> Regression Sentinel,0.4,82770
Assumption Checker -> Conflict Resolver,0.4,57270
Test Designer -> Performance Optimizer,0.4,57600
Problem Analyzer -> Dynamic Programming Specialist,0.3333333333333333,58620
Summary Author -> Dynamic Programming Specialist,0.4,57360
Input/State Inspector -> Data Structure Planner,0.43333333333333335,56880
Performance Optimizer -> Assumption Checker -> Data Structure Planner,0.4,83640
Problem Analyzer -> Performance Optimizer,0.4666666666666667,57600
Strategy Selector -> Assumption Checker -> Answer Extractor,0.43333333333333335,81810
Assumption Checker -> Problem Analyzer,0.36666666666666664,57270
Strategy Selector -> Assumption Checker -> Problem Analyzer,0.3333333333333333,83160
Data Structure Planner -> Progress Summarizer,0.4,58050
Solution Refiner -> Problem Analyzer,0.5,56880
Regression Sentinel -> Strategy Selector,0.36666666666666664,56400
Performance Optimizer -> Data Structure Planner,0.3333333333333333,56280
Conflict Resolver -> Solution Planner,0.43333333333333335,56760
Performance Optimizer -> Input/State Inspector,0.36666666666666664,56790
Solution Refiner -> Regression Sentinel,0.43333333333333335,55530
Performance Optimizer -> Assumption Checker -> Conflict Resolver,0.4666666666666667,84030
Input/State Inspector -> Solution Refiner,0.4666666666666667,57660
Summary Author -> Task Decomposer,0.4,58170
Solution Refiner -> Solution Planner,0.5,56220
Performance Optimizer -> Assumption Checker -> Logic Implementer,0.3,84750
Task Decomposer -> Assumption Checker,0.3333333333333333,59400
Problem Analyzer -> Logic Implementer,0.43333333333333335,58380
Performance Optimizer -> Assumption Checker -> Docstring Author,0.3,84540
Solution Planner -> Assumption Checker,0.3,57000
Task Decomposer -> Data Structure Planner,0.4,58050
Correctness Verifier -> Input/State Inspector,0.4666666666666667,57600
Task Decomposer -> Problem Analyzer,0.36666666666666664,64530
Test Designer -> Solution Planner -> Problem Analyzer,0.43333333333333335,84630
Logic Implementer -> Strategy Selector,0.4666666666666667,57720
Conflict Resolver -> Solution Refiner,0.36666666666666664,56100
Summary Author -> Strategy Selector,0.43333333333333335,57120
Constraint Analyzer -> Dynamic Programming Specialist,0.4,58530
Performance Optimizer -> Solution Refiner,0.43333333333333335,56910
