workflow_roles,pass_at_k,tokens
Comment & Hint Writer,0.1,6309.25
Data & Arrays Specialist -> Quality Auditor,0.8,13237.5
Data & Arrays Specialist,0.8125,6437.5
Solution Drafter,0.825,6862.5
Progress Summarizer,0.0375,6418.75
Data & Arrays Specialist,0.8,6851.75
Data & Arrays Specialist,0.775,6700.0
Quality Gatekeeper,0.025,6463.0
Final Presenter -> Data & Arrays Specialist,0.7666666666666667,12386.666666666666
Data & Arrays Specialist,0.7875,7097.5
Data & Arrays Specialist -> Final Presenter,0.85,12598
Final Presenter -> Logic Implementer,0.8,14069
Constraint Analyzer -> Quality Gatekeeper,0.8,12119
Regression Sentinel -> Quality Gatekeeper,0.75,13447
Edge Case Planner -> Quality Gatekeeper,0.75,13195
Quality Gatekeeper -> Feedback Integrator,0.8,13991
Final Presenter -> Quality Gatekeeper,0.8,12711
Quality Gatekeeper -> Regression Sentinel,0.75,12738
Consistency Checker -> Quality Gatekeeper,0.75,12145
Quality Gatekeeper -> Edge Case Planner,0.55,11965
Data & Arrays Specialist -> Task Decomposer,0.8,12881.25
Solution Planner,0.0125,6582.0
Docstring Author -> Data & Arrays Specialist,0.7625,12205.0
Solution Drafter -> Progress Summarizer,0.7875,12398.75
Dynamic Programming Specialist -> Solution Reviewer,0.75,12180.5
Logic Implementer -> Data & Arrays Specialist,0.7833333333333333,12728.666666666666
Solution Drafter -> Solution Planner,0.8,13019.5
Solution Ranker -> Data & Arrays Specialist,0.7625,12636.0
Task Decomposer -> Progress Summarizer,0.7,12052.75
Solution Ranker -> Solution Drafter,0.775,12881.75
