workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30527
Regression Sentinel,0.43333333333333335,30057
Solution Refiner,0.4666666666666667,30423
Solution Refiner,0.5,30450
Regression Sentinel,0.36666666666666664,30300
Solution Refiner,0.5333333333333333,30540
Strategy Selector,0.4,30362
Quality Auditor,0.3333333333333333,30357
Solution Refiner -> Performance Optimizer,0.5333333333333333,56910
Solution Refiner,0.5,30569
Progress Summarizer,0.4,30480
Interface Designer,0.4666666666666667,30568
Solution Refiner,0.36666666666666664,30443
Interface Designer -> Solution Refiner,0.5333333333333333,57150
Strategy Selector,0.3333333333333333,30363
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
Dynamic Programming Specialist,0.4666666666666667,30765
Performance Optimizer,0.4,30490
Strategy Selector,0.43333333333333335,30573
Performance Optimizer -> Logic Implementer,0.5333333333333333,57150
Quality Auditor,0.3333333333333333,30401
Logic Implementer -> Example Curator,0.5333333333333333,57240
Graph & Combinatorics Specialist -> Example Curator,0.5,55710
Problem Analyzer,0.4666666666666667,31351
Solution Refiner,0.4,30540
Graph & Combinatorics Specialist,0.43333333333333335,30723
Progress Summarizer,0.36666666666666664,30627
Logic Implementer -> Quality Auditor,0.5333333333333333,57270
Quality Auditor -> Problem Analyzer,0.5333333333333333,57270
Solution Refiner,0.4666666666666667,32520
Regression Sentinel -> Strings & Text Specialist,0.5,56010
Quality Auditor,0.43333333333333335,30733
Progress Summarizer,0.36666666666666664,30665
Regression Sentinel -> Docstring Author,0.5333333333333333,57390
Progress Summarizer,0.43333333333333335,30761
Regression Sentinel -> Progress Summarizer,0.4666666666666667,55410
Progress Summarizer -> Regression Sentinel,0.5,56130
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Progress Summarizer,0.3333333333333333,30749
Regression Sentinel -> Strategy Selector,0.36666666666666664,55320
Docstring Author -> Regression Sentinel,0.4,56640
Example Curator -> Solution Refiner,0.36666666666666664,57600
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Solution Refiner,0.5,111810
Logic Implementer -> Input/State Inspector,0.4,56910
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Problem Analyzer,0.4,112740
Dynamic Programming Specialist -> Docstring Author,0.4,57660
Problem Analyzer -> Graph & Combinatorics Specialist,0.4666666666666667,57780
Bug Hunter -> Logic Implementer,0.43333333333333335,58320
Strings & Text Specialist -> Problem Analyzer,0.43333333333333335,56760
Solution Planner -> Quality Auditor,0.36666666666666664,56850
Input/State Inspector -> Graph & Combinatorics Specialist,0.3333333333333333,57450
Logic Implementer -> Strings & Text Specialist -> Strategy Selector,0.36666666666666664,83310
Input/State Inspector -> Strings & Text Specialist,0.5,57810
Counterexample Generator -> Strings & Text Specialist -> Docstring Author,0.4,95190
Logic Implementer -> Counterexample Generator,0.4666666666666667,57510
Graph & Combinatorics Specialist -> Problem Analyzer,0.36666666666666664,56370
Performance Optimizer -> Problem Analyzer,0.43333333333333335,57180
Quality Auditor -> Solution Planner,0.3333333333333333,56280
Logic Implementer -> Strings & Text Specialist -> Docstring Author,0.43333333333333335,84990
Example Curator -> Graph & Combinatorics Specialist,0.4,57300
Regression Sentinel -> Boundary Tester,0.4666666666666667,55110
Solution Planner -> Example Curator,0.4,57270
Logic Implementer -> Counterexample Generator -> Docstring Author,0.36666666666666664,84840
Quality Auditor -> Example Curator,0.4,56820
Logic Implementer -> Counterexample Generator -> Regression Sentinel,0.4666666666666667,84600
Logic Implementer -> Strings & Text Specialist -> Regression Sentinel,0.43333333333333335,83730
Dynamic Programming Specialist -> Bug Hunter,0.4,58410
Counterexample Generator -> Strings & Text Specialist -> Regression Sentinel,0.3333333333333333,84690
Graph & Combinatorics Specialist -> Solution Planner,0.3333333333333333,56310
Example Curator -> Strategy Selector,0.4,62820
Problem Analyzer -> Dynamic Programming Specialist,0.43333333333333335,57930
Bug Hunter -> Input/State Inspector,0.4,57330
Example Curator -> Input/State Inspector,0.43333333333333335,57300
Counterexample Generator -> Strings & Text Specialist -> Strategy Selector,0.26666666666666666,85020
