workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30527
Regression Sentinel,0.43333333333333335,30057
Solution Refiner,0.4666666666666667,30423
Solution Refiner,0.5,30450
Constraint Analyzer,0.36666666666666664,30300
Solution Refiner,0.5333333333333333,30540
Strategy Selector,0.4,30362
Quality Auditor,0.3333333333333333,30357
Solution Refiner -> Performance Optimizer,0.5333333333333333,56910
Solution Refiner,0.5,30569
Progress Summarizer,0.4,30480
Interface Designer,0.4666666666666667,30568
Solution Refiner,0.36666666666666664,30443
Interface Designer -> Solution Refiner,0.5333333333333333,57150
Strategy Selector,0.3333333333333333,30363
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
Dynamic Programming Specialist,0.4666666666666667,30765
Performance Optimizer,0.4,30490
Strategy Selector,0.43333333333333335,30573
Performance Optimizer -> Logic Implementer,0.5333333333333333,57150
Quality Auditor,0.3333333333333333,30401
Logic Implementer -> Example Curator,0.5333333333333333,57240
Graph & Combinatorics Specialist -> Example Curator,0.5,55710
Problem Analyzer,0.4666666666666667,31351
Solution Refiner,0.4,30540
Graph & Combinatorics Specialist,0.43333333333333335,30723
Progress Summarizer,0.36666666666666664,30627
Logic Implementer -> Quality Auditor,0.5333333333333333,57270
Quality Auditor -> Problem Analyzer,0.5333333333333333,57270
Solution Refiner,0.4666666666666667,32520
Regression Sentinel -> Strings & Text Specialist,0.5,56010
Quality Auditor,0.43333333333333335,30733
Progress Summarizer,0.36666666666666664,30665
Regression Sentinel -> Docstring Author,0.5333333333333333,57390
Progress Summarizer,0.43333333333333335,30761
Regression Sentinel -> Boundary Tester,0.4666666666666667,55110
Progress Summarizer -> Regression Sentinel,0.5,56130
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Progress Summarizer,0.3333333333333333,30749
Regression Sentinel -> Strategy Selector,0.36666666666666664,55320
Logic Implementer -> Counterexample Generator -> Dynamic Programming Specialist,0.4666666666666667,84390
Solution Planner -> Interface Designer,0.4,57090
Logic Implementer -> Counterexample Generator -> Solution Refiner,0.4,84780
Logic Implementer -> Strings & Text Specialist -> Problem Analyzer,0.36666666666666664,84510
Logic Implementer -> Counterexample Generator -> Example Curator,0.4666666666666667,83850
Logic Implementer -> Strings & Text Specialist -> Progress Summarizer,0.4666666666666667,89280
Logic Implementer -> Strings & Text Specialist -> Graph & Combinatorics Specialist,0.5333333333333333,83340
Counterexample Generator -> Strings & Text Specialist -> Dynamic Programming Specialist,0.5,85800
Logic Implementer -> Counterexample Generator -> Solution Planner,0.4666666666666667,84300
Example Curator -> Quality Auditor,0.4,57030
Counterexample Generator -> Strings & Text Specialist -> Solution Refiner,0.3,86640
Logic Implementer -> Strings & Text Specialist -> Solution Refiner,0.43333333333333335,84300
Problem Analyzer -> Boundary Tester,0.5,57600
Logic Implementer -> Counterexample Generator -> Problem Analyzer,0.4666666666666667,86070
Counterexample Generator -> Docstring Author,0.3333333333333333,58890
Logic Implementer -> Strings & Text Specialist -> Counterexample Generator,0.43333333333333335,84750
Solution Planner -> Strings & Text Specialist,0.36666666666666664,56820
Counterexample Generator -> Strings & Text Specialist -> Solution Planner,0.36666666666666664,86610
Counterexample Generator -> Strings & Text Specialist -> Logic Implementer,0.3,85770
Counterexample Generator -> Strings & Text Specialist -> Progress Summarizer,0.43333333333333335,85710
Logic Implementer -> Strings & Text Specialist -> Bug Hunter,0.4,85500
Logic Implementer -> Counterexample Generator -> Interface Designer,0.36666666666666664,85020
Logic Implementer -> Counterexample Generator -> Progress Summarizer,0.4,84690
Logic Implementer -> Strings & Text Specialist -> Example Curator,0.43333333333333335,86160
Docstring Author -> Counterexample Generator,0.3333333333333333,57150
Logic Implementer -> Strings & Text Specialist -> Dynamic Programming Specialist,0.4,84720
Example Curator -> Strings & Text Specialist,0.5,58710
Performance Optimizer -> Counterexample Generator,0.43333333333333335,57150
Counterexample Generator -> Strings & Text Specialist,0.43333333333333335,58140
Counterexample Generator -> Strings & Text Specialist -> Example Curator,0.36666666666666664,85320
Counterexample Generator -> Strategy Selector,0.43333333333333335,57960
