workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30527
Regression Sentinel,0.43333333333333335,30057
Solution Refiner,0.4666666666666667,30423
Solution Refiner,0.5,30450
Strategy Selector,0.36666666666666664,30300
Solution Refiner,0.5333333333333333,30540
Strategy Selector,0.4,30362
Quality Auditor,0.3333333333333333,30357
Solution Refiner -> Performance Optimizer,0.5333333333333333,56910
Solution Refiner,0.5,30569
Progress Summarizer,0.4,30480
Interface Designer,0.4666666666666667,30568
Solution Refiner,0.36666666666666664,30443
Interface Designer -> Solution Refiner,0.5333333333333333,57150
Strategy Selector,0.3333333333333333,30363
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
Dynamic Programming Specialist,0.4666666666666667,30765
Performance Optimizer,0.4,30490
Strategy Selector,0.43333333333333335,30573
Quality Auditor,0.3333333333333333,30401
Logic Implementer -> Example Curator,0.5333333333333333,57240
Regression Sentinel -> Strings & Text Specialist,0.5,56010
Problem Analyzer,0.4666666666666667,31351
Solution Refiner,0.4,30540
Graph & Combinatorics Specialist,0.43333333333333335,30723
Progress Summarizer,0.36666666666666664,30627
Logic Implementer -> Quality Auditor,0.5333333333333333,57270
Quality Auditor -> Problem Analyzer,0.5333333333333333,57270
Solution Refiner,0.4666666666666667,32520
Progress Summarizer -> Regression Sentinel,0.5,56130
Quality Auditor,0.43333333333333335,30733
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Progress Summarizer,0.36666666666666664,30665
Progress Summarizer,0.43333333333333335,30761
Regression Sentinel -> Progress Summarizer,0.4666666666666667,55410
Dynamic Programming Specialist -> Boundary Tester,0.5,56520
Docstring Author -> Strings & Text Specialist,0.5,56520
Bug Hunter -> Approach Evaluator,0.5333333333333333,58400
Progress Summarizer,0.3333333333333333,30749
Regression Sentinel -> Strategy Selector,0.36666666666666664,55320
Strings & Text Specialist -> Progress Summarizer,0.5,56430
Quality Auditor -> Performance Optimizer,0.36666666666666664,57150
Problem Analyzer -> Interface Designer,0.4,58290
Interface Designer -> Logic Implementer,0.43333333333333335,56730
Input/State Inspector -> Regression Sentinel,0.4,56610
Logic Implementer -> Interface Designer,0.43333333333333335,57540
Graph & Combinatorics Specialist -> Interface Designer,0.4666666666666667,56400
Regression Sentinel -> Docstring Author,0.5333333333333333,57390
Dynamic Programming Specialist -> Example Curator,0.43333333333333335,57420
Input/State Inspector -> Example Curator,0.4666666666666667,57000
Performance Optimizer -> Regression Sentinel,0.43333333333333335,58170
Graph & Combinatorics Specialist -> Performance Optimizer,0.3,56640
Problem Analyzer -> Logic Implementer,0.4666666666666667,57840
Problem Analyzer -> Strategy Selector,0.36666666666666664,57840
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Regression Sentinel,0.43333333333333335,111210
Docstring Author -> Solution Refiner,0.3333333333333333,56970
Regression Sentinel -> Logic Implementer,0.3333333333333333,55980
Performance Optimizer -> Strings & Text Specialist,0.36666666666666664,56790
Performance Optimizer -> Logic Implementer,0.5333333333333333,57150
Logic Implementer -> Problem Analyzer,0.4666666666666667,63600
Logic Implementer -> Performance Optimizer,0.36666666666666664,57480
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Quality Auditor,0.4,111210
Graph & Combinatorics Specialist -> Logic Implementer,0.4,56550
Progress Summarizer -> Solution Planner,0.4,56880
Docstring Author -> Performance Optimizer,0.43333333333333335,57360
Problem Analyzer -> Solution Planner,0.4666666666666667,58260
Input/State Inspector -> Problem Analyzer,0.4,57390
Docstring Author -> Input/State Inspector,0.43333333333333335,56280
Example Curator -> Logic Implementer,0.43333333333333335,57570
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Strategy Selector,0.4666666666666667,110190
Regression Sentinel -> Input/State Inspector,0.3,55530
Graph & Combinatorics Specialist -> Docstring Author,0.4,56610
Strategy Selector -> Strings & Text Specialist,0.3333333333333333,56610
Logic Implementer -> Bug Hunter,0.4,57810
Strategy Selector -> Input/State Inspector,0.26666666666666666,56520
Input/State Inspector -> Performance Optimizer,0.26666666666666666,57360
