workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30527
Regression Sentinel,0.43333333333333335,30057
Solution Refiner,0.4666666666666667,30423
Solution Refiner,0.5,30450
Graph & Combinatorics Specialist,0.36666666666666664,30300
Solution Refiner,0.5333333333333333,30540
Strategy Selector,0.4,30362
Quality Auditor,0.3333333333333333,30357
Solution Refiner -> Performance Optimizer,0.5333333333333333,56910
Solution Refiner,0.5,30569
Progress Summarizer,0.4,30480
Interface Designer,0.4666666666666667,30568
Solution Refiner,0.36666666666666664,30443
Interface Designer -> Solution Refiner,0.5333333333333333,57150
Strategy Selector,0.3333333333333333,30363
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
Dynamic Programming Specialist,0.4666666666666667,30765
Performance Optimizer,0.4,30490
Strategy Selector,0.43333333333333335,30573
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Quality Auditor,0.3333333333333333,30401
Progress Summarizer -> Regression Sentinel,0.5,56130
Problem Analyzer,0.4666666666666667,31351
Solution Refiner,0.4,30540
Graph & Combinatorics Specialist,0.43333333333333335,30723
Bug Hunter -> Approach Evaluator,0.5333333333333333,58400
Progress Summarizer,0.36666666666666664,30627
Solution Refiner,0.4666666666666667,32520
Docstring Author -> Strings & Text Specialist,0.5,56520
Quality Auditor,0.43333333333333335,30733
Dynamic Programming Specialist -> Boundary Tester,0.5,56520
Input/State Inspector -> Algorithm Strategist,0.5333333333333333,58513
Progress Summarizer,0.36666666666666664,30665
Progress Summarizer,0.43333333333333335,30761
Interface Designer -> Regression Sentinel,0.4666666666666667,55920
Progress Summarizer -> Logic Implementer,0.5,56640
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Boundary Tester,0.5333333333333333,111422
Progress Summarizer,0.3333333333333333,30749
Example Curator -> Regression Sentinel,0.5,56910
Strings & Text Specialist -> Boundary Tester,0.4666666666666667,56315
Strategy Selector -> Problem Analyzer,0.26666666666666666,56430
Solution Drafter -> Dynamic Programming Specialist,0.3333333333333333,57360
Strings & Text Specialist -> Conflict Resolver,0.36666666666666664,56430
Graph & Combinatorics Specialist -> Progress Summarizer,0.3333333333333333,56340
Quality Auditor -> Strings & Text Specialist,0.43333333333333335,57120
Solution Refiner -> Graph & Combinatorics Specialist,0.4,56850
Solution Planner -> Bug Hunter,0.4,57150
Regression Sentinel -> Progress Summarizer,0.4666666666666667,55410
Progress Summarizer -> Strings & Text Specialist,0.5,56850
Strings & Text Specialist -> Interface Designer,0.36666666666666664,56370
Solution Drafter -> Input/State Inspector,0.43333333333333335,57000
Interface Designer -> Quality Auditor,0.4666666666666667,56040
Dynamic Programming Specialist -> Quality Auditor,0.4,58290
Input/State Inspector -> Strategy Selector,0.3333333333333333,56610
Strings & Text Specialist -> Performance Optimizer,0.4,56340
Dynamic Programming Specialist -> Strategy Selector,0.4666666666666667,57630
Progress Summarizer -> Docstring Author,0.4,57600
Performance Optimizer -> Docstring Author,0.43333333333333335,56730
Quality Auditor -> Progress Summarizer,0.3,57090
Input/State Inspector -> Progress Summarizer,0.43333333333333335,56850
Dynamic Programming Specialist -> Problem Analyzer,0.36666666666666664,57570
Quality Auditor -> Graph & Combinatorics Specialist,0.3,57120
Progress Summarizer -> Counterexample Generator,0.43333333333333335,57330
Bug Hunter -> Regression Sentinel,0.36666666666666664,57150
Graph & Combinatorics Specialist -> Quality Auditor,0.4,55890
Input/State Inspector -> Docstring Author,0.43333333333333335,58590
Graph & Combinatorics Specialist -> Input/State Inspector,0.3333333333333333,55620
Logic Implementer -> Dynamic Programming Specialist,0.43333333333333335,58170
Summary Author -> Final Presenter -> Conflict Resolver,0.4,84510
Bug Hunter -> Approach Evaluator,0.43333333333333335,58620
Interface Designer -> Strings & Text Specialist,0.4,56280
Logic Implementer -> Strings & Text Specialist -> Boundary Tester,0.4,84180
Interface Designer -> Performance Optimizer,0.3333333333333333,56520
Problem Analyzer -> Regression Sentinel,0.4,58020
Bug Hunter -> Graph & Combinatorics Specialist,0.4666666666666667,57120
Quality Auditor -> Interface Designer,0.43333333333333335,56790
Solution Refiner -> Logic Implementer,0.4,56190
Strategy Selector -> Graph & Combinatorics Specialist,0.4666666666666667,56430
Strategy Selector -> Solution Refiner,0.3,56460
Strings & Text Specialist -> Conflict Resolver -> Logic Implementer,0.43333333333333335,82500
Quality Auditor -> Bug Hunter,0.5,57630
Problem Analyzer -> Docstring Author,0.5,58530
Strings & Text Specialist -> Bug Hunter,0.3333333333333333,56340
Solution Refiner -> Solution Planner,0.4,56280
Strings & Text Specialist -> Input/State Inspector,0.26666666666666666,55830
Regression Sentinel -> Interface Designer,0.4666666666666667,55800
Bug Hunter -> Performance Optimizer,0.43333333333333335,58200
Task Decomposer -> Progress Summarizer,0.3333333333333333,58260
Regression Sentinel -> Strategy Selector,0.36666666666666664,55320
Strategy Selector -> Progress Summarizer,0.4666666666666667,56190
Performance Optimizer -> Solution Refiner,0.5,56580
Dynamic Programming Specialist -> Strings & Text Specialist,0.36666666666666664,57480
Interface Designer -> Bug Hunter,0.43333333333333335,57150
Summary Author -> Data & Arrays Specialist -> Conflict Resolver,0.36666666666666664,84180
Interface Designer -> Solution Drafter,0.4666666666666667,57360
Docstring Author -> Example Curator,0.4,55890
Progress Summarizer -> Input/State Inspector,0.36666666666666664,57330
Comment & Hint Writer -> Dynamic Programming Specialist,0.43333333333333335,57450
Bug Hunter -> Interface Designer,0.43333333333333335,58170
Input/State Inspector -> Quality Auditor,0.4,56760
