workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30540
Solution Refiner,0.5,30450
Solution Refiner,0.4,30540
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Solution Refiner,0.4666666666666667,32520
Dynamic Programming Specialist -> Boundary Tester,0.5,56520
Quality Auditor,0.43333333333333335,30733
Solution Planner,0.4,31170
Input/State Inspector -> Algorithm Strategist,0.5333333333333333,58513
Conflict Resolver -> Comment & Hint Writer,0.43333333333333335,56790
Consensus Builder -> Comment & Hint Writer,0.4666666666666667,57180
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Boundary Tester,0.5333333333333333,111422
Regression Sentinel -> Example Curator,0.3333333333333333,55380
Solution Drafter -> Strategy Selector -> Consensus Builder,0.5,83580
Boundary Tester -> Edge Case Planner,0.4666666666666667,57690
Consensus Builder -> Progress Summarizer,0.4,56790
Solution Ranker -> Robustness Engineer,0.43333333333333335,56820
Strings & Text Specialist -> Docstring Author,0.4,56910
Summary Author -> Final Presenter -> Data & Arrays Specialist -> Conflict Resolver,0.5333333333333333,112770
Output Specifier -> Problem Analyzer -> Constraint Analyzer,0.5,86184
Solution Planner -> Performance Optimizer,0.4666666666666667,58110
Assumption Checker -> Data Structure Planner,0.43333333333333335,57420
Docstring Author -> Dynamic Programming Specialist,0.43333333333333335,57420
Task Decomposer -> Comment & Hint Writer -> Logic Implementer,0.5,86334
Feedback Integrator -> Assumption Checker,0.3,57330
Style & Hygiene Enforcer -> Bug Hunter,0.4666666666666667,58543
Performance Optimizer -> Algorithm Strategist,0.36666666666666664,57480
Solution Planner -> Solution Refiner,0.4,58080
Stepwise Reasoner -> Edge Case Planner,0.43333333333333335,58110
Constraint Analyzer -> Feedback Integrator -> Robustness Engineer,0.5,87270
Consensus Builder -> Quality Auditor,0.3,57523
Complexity Estimator -> Progress Summarizer,0.4666666666666667,58603
Complexity Estimator -> Regression Sentinel,0.4,58153
Bug Hunter -> Edge Case Planner,0.36666666666666664,57750
Graph & Combinatorics Specialist -> Bug Hunter,0.3,57630
Logic Implementer -> Quality Auditor -> Answer Extractor,0.4666666666666667,82920
Test Designer -> Stepwise Reasoner,0.43333333333333335,60000
Solution Drafter -> Dynamic Programming Specialist,0.36666666666666664,57793
Output Specifier -> Explanation Author,0.4,59083
Interface Designer -> Algorithm Strategist -> Regression Sentinel,0.4666666666666667,83310
Feedback Integrator -> Progress Summarizer -> Algorithm Strategist,0.43333333333333335,84645
Problem Analyzer -> Strategy Selector -> Constraint Analyzer,0.4,95506
Consensus Builder,0.36666666666666664,30300
Counterexample Generator -> Strings & Text Specialist -> Boundary Tester,0.4,85680
Quality Auditor -> Strategy Selector -> Consensus Builder -> Data Structure Planner -> Solution Drafter -> Docstring Author,0.4,164867
Progress Summarizer -> Strategy Selector,0.36666666666666664,56670
Quality Auditor -> Docstring Author -> Strings & Text Specialist,0.36666666666666664,85635
Counterexample Generator -> Consistency Checker -> Output Specifier -> Proof & Derivation Verifier,0.4,114805
Solution Planner -> Problem Analyzer,0.26666666666666666,57930
Progress Summarizer,0.36666666666666664,30665
Strategy Selector -> Quality Auditor,0.4,56297
Robustness Engineer -> Progress Summarizer -> Solution Drafter,0.3333333333333333,86062
Strategy Selector -> Consensus Builder,0.4666666666666667,56580
Complexity Estimator -> Requirement Extractor,0.3333333333333333,57480
Quality Auditor -> Complexity Estimator -> Conflict Resolver -> Requirement Extractor,0.4666666666666667,111137
Constraint Analyzer -> Input/State Inspector,0.36666666666666664,58350
Test Designer -> Style & Hygiene Enforcer -> Solution Drafter,0.3333333333333333,84960
Feedback Integrator -> Problem Analyzer,0.3,58277
Edge Case Planner,0.36666666666666664,31350
Constraint Analyzer -> Feedback Integrator -> Logic Implementer,0.4,85380
Counterexample Generator -> Boundary Tester,0.43333333333333335,58832
Assumption Checker -> Problem Analyzer,0.43333333333333335,58050
Bug Hunter -> Counterexample Generator -> Output Specifier -> Boundary Tester,0.4666666666666667,113003
Docstring Author -> Strings & Text Specialist,0.5,56520
Assumption Checker -> Conflict Resolver,0.3333333333333333,57966
Docstring Author -> Interface Designer -> Constraint Analyzer -> Input/State Inspector,0.36666666666666664,111495
Example Curator -> Task Decomposer,0.4,58110
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
