workflow_roles,pass_at_k,tokens
Solution Refiner,0.5333333333333333,30527
Regression Sentinel,0.43333333333333335,30057
Solution Refiner,0.4666666666666667,30423
Solution Refiner,0.5,30450
Comment & Hint Writer,0.36666666666666664,30300
Solution Refiner,0.5333333333333333,30540
Strategy Selector,0.4,30362
Interface Designer -> Solution Refiner,0.5333333333333333,57150
Quality Auditor,0.3333333333333333,30357
Solution Refiner,0.5,30569
Progress Summarizer,0.4,30480
Interface Designer,0.4666666666666667,30568
Logic Implementer -> Progress Summarizer,0.5333333333333333,58140
Strategy Selector,0.3333333333333333,30363
Graph & Combinatorics Specialist -> Regression Sentinel,0.5,55500
Dynamic Programming Specialist,0.4666666666666667,30765
Performance Optimizer,0.4,30490
Strategy Selector,0.43333333333333335,30573
Solution Refiner,0.4,30540
Bug Hunter -> Approach Evaluator,0.5333333333333333,58400
Progress Summarizer -> Regression Sentinel,0.5,56130
Problem Analyzer,0.4666666666666667,31351
Quality Auditor,0.43333333333333335,30733
Input/State Inspector -> Algorithm Strategist,0.5333333333333333,58513
Progress Summarizer,0.36666666666666664,30627
Solution Refiner,0.4666666666666667,32520
Dynamic Programming Specialist -> Boundary Tester,0.5,56520
Progress Summarizer,0.43333333333333335,30761
Docstring Author -> Strings & Text Specialist,0.5,56520
Progress Summarizer,0.36666666666666664,30665
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Boundary Tester,0.5333333333333333,111422
Solution Drafter -> Consensus Builder,0.5,57212
Interface Designer -> Regression Sentinel,0.4666666666666667,55920
Input/State Inspector,0.43333333333333335,30839
Solution Refiner,0.4,30809
Progress Summarizer,0.3333333333333333,30749
Summary Author -> Final Presenter -> Data & Arrays Specialist -> Conflict Resolver,0.5333333333333333,112770
Performance Optimizer -> Interface Designer,0.5,57390
Strings & Text Specialist -> Boundary Tester,0.4666666666666667,56315
Bug Hunter,0.43333333333333335,31298
Progress Summarizer -> Solution Refiner,0.3333333333333333,58177
Strategy Selector -> Solution Drafter,0.5,63282
Quality Auditor,0.3333333333333333,30401
Dynamic Programming Specialist -> Interface Designer,0.43333333333333335,57540
Interface Designer -> Progress Summarizer,0.3333333333333333,56220
Boundary Tester -> Strings & Text Specialist,0.43333333333333335,57906
Progress Summarizer -> Dynamic Programming Specialist,0.4666666666666667,57316
Strategy Selector -> Progress Summarizer,0.3,56816
Progress Summarizer -> Quality Auditor,0.4,55920
Progress Summarizer,0.36666666666666664,30815
Solution Refiner -> Strings & Text Specialist,0.4666666666666667,56430
Progress Summarizer -> Robustness Engineer -> Dynamic Programming Specialist,0.4666666666666667,84841
Counterexample Generator -> Strings & Text Specialist -> Progress Summarizer,0.3,86294
Logic Implementer -> Counterexample Generator -> Strings & Text Specialist -> Graph & Combinatorics Specialist,0.43333333333333335,111180
Progress Summarizer -> Solution Refiner,0.4666666666666667,57790
Example Curator -> Regression Sentinel,0.5,56910
Graph & Combinatorics Specialist,0.43333333333333335,30723
Dynamic Programming Specialist,0.43333333333333335,32719
Progress Summarizer -> Regression Sentinel,0.4,57323
Progress Summarizer,0.4,30906
Consensus Builder -> Strategy Selector,0.36666666666666664,57370
Bug Hunter -> Progress Summarizer,0.4,58180
Solution Refiner -> Comment & Hint Writer,0.5,57337
Comment & Hint Writer -> Solution Refiner,0.43333333333333335,58129
Solution Planner -> Progress Summarizer,0.43333333333333335,56970
Progress Summarizer -> Robustness Engineer -> Dynamic Programming Specialist,0.36666666666666664,85811
Strategy Selector -> Consensus Builder,0.43333333333333335,56846
Solution Refiner,0.36666666666666664,30443
Solution Refiner -> Counterexample Generator,0.4666666666666667,57773
Docstring Author -> Progress Summarizer,0.36666666666666664,56970
Comment & Hint Writer -> Bug Hunter,0.36666666666666664,58050
Summary Author -> Final Presenter -> Data & Arrays Specialist -> Progress Summarizer,0.4,112230
Solution Refiner -> Performance Optimizer,0.5333333333333333,56910
Performance Optimizer -> Progress Summarizer,0.4,56430
Solution Refiner -> Regression Sentinel,0.36666666666666664,55920
Quality Auditor -> Solution Refiner,0.4,56850
Input/State Inspector -> Counterexample Generator,0.3,57360
Strings & Text Specialist -> Conflict Resolver -> Progress Summarizer,0.4666666666666667,82020
Dynamic Programming Specialist -> Solution Refiner,0.3333333333333333,57930
Dynamic Programming Specialist -> Logic Implementer,0.5,57330
Solution Refiner -> Final Presenter,0.3,56550
Strings & Text Specialist -> Dynamic Programming Specialist,0.4,56640
Dynamic Programming Specialist -> Performance Optimizer,0.4,58020
Consensus Builder -> Interface Designer,0.3,56820
Docstring Author -> Interface Designer,0.4,56820
Quality Auditor -> Logic Implementer,0.36666666666666664,57150
Solution Refiner -> Quality Auditor,0.3333333333333333,56340
Progress Summarizer -> Logic Implementer,0.5,56640
Strings & Text Specialist -> Conflict Resolver -> Performance Optimizer,0.5,82560
Graph & Combinatorics Specialist -> Strategy Selector,0.43333333333333335,56250
Task Decomposer -> Solution Refiner,0.3333333333333333,57600
Quality Auditor -> Task Decomposer,0.3333333333333333,57390
Problem Analyzer -> Solution Refiner,0.36666666666666664,57870
Summary Author -> Final Presenter -> Data & Arrays Specialist,0.3,84480
Conflict Resolver -> Logic Implementer,0.36666666666666664,62400
Bug Hunter -> Progress Summarizer,0.4666666666666667,57600
Quality Auditor -> Summary Author,0.3,56700
Problem Analyzer -> Counterexample Generator,0.3333333333333333,58080
Bug Hunter -> Solution Refiner,0.4,57870
Solution Refiner -> Example Curator,0.43333333333333335,56100
